numer_acc	fid_err_targ	num_res	total_run_time	min_primary_fid_err	num_primary_success	avg_primary_success_run_time	mean_iter_primary_success	std_iter_primary_success	num_secondary_success	mean_iter_secondary_success	std_iter_secondary_success	mean_primary_success_second_fid	std_primary_success_second_fid	termination
1.050000e-03	1.0000e-02	50	14:31:19.778046	7.650000000e-03	17	0:12:37.820988	37.176	6.947	27	35.037	6.529	5.954022883e-03	5.8579885e-04	Goal achieved;b'ABNORMAL_TERMINATION_IN_LNSRCH'
1.109375e-03	1.0000e-02	50	11:34:49.397230	8.265625000e-03	27	0:11:21.181836	34.222	6.551	38	32.658	6.811	5.870692054e-03	7.6811137e-04	b'ABNORMAL_TERMINATION_IN_LNSRCH';Goal achieved
1.139063e-03	1.0000e-02	50	11:22:05.778337	6.253125000e-03	27	0:11:04.031774	33.185	5.838	36	31.778	6.351	6.335040794e-03	9.9531446e-04	Goal achieved;b'ABNORMAL_TERMINATION_IN_LNSRCH'
1.168750e-03	1.0000e-02	50	14:11:49.256951	6.650000000e-03	15	0:11:37.443758	33.867	5.488	35	32.743	6.322	4.908268584e-03	7.2723461e-04	Goal achieved;b'ABNORMAL_TERMINATION_IN_LNSRCH'
1.228125e-03	1.0000e-02	50	13:24:34.666850	6.750000000e-03	17	0:10:50.120375	30.941	4.746	28	30.107	5.765	5.629986004e-03	6.4843499e-04	b'ABNORMAL_TERMINATION_IN_LNSRCH';Goal achieved
1.287500e-03	1.0000e-02	50	13:51:20.543760	7.975000000e-03	18	0:11:59.908623	33.556	3.876	31	31.806	5.415	6.522251866e-03	1.4434204e-03	Goal achieved;b'ABNORMAL_TERMINATION_IN_LNSRCH'
1.346875e-03	1.0000e-02	50	16:05:11.245693	7.753125000e-03	8	0:11:27.867441	31.875	3.822	25	30.960	4.895	4.828748916e-03	6.4356496e-04	b'ABNORMAL_TERMINATION_IN_LNSRCH';Goal achieved
1.406250e-03	1.0000e-02	50	12:31:34.746248	7.968750000e-03	21	0:10:59.821295	32.476	5.077	32	31.281	5.100	6.421732100e-03	6.8035533e-04	Goal achieved;b'ABNORMAL_TERMINATION_IN_LNSRCH'
1.465625e-03	1.0000e-02	50	13:14:04.635479	7.059375000e-03	19	0:11:22.837746	32.789	4.786	33	32.333	5.808	5.818991762e-03	8.6022676e-04	b'ABNORMAL_TERMINATION_IN_LNSRCH';Goal achieved
1.495312e-03	1.0000e-02	50	14:05:40.064851	6.787500000e-03	14	0:11:07.221341	32.000	4.567	26	29.769	5.002	6.868673555e-03	1.5104657e-03	Goal achieved;b'ABNORMAL_TERMINATION_IN_LNSRCH'
1.525000e-03	1.0000e-02	50	13:16:06.491083	5.225000000e-03	19	0:11:22.737258	32.000	4.801	30	31.167	4.981	6.214362074e-03	1.1871183e-03	b'ABNORMAL_TERMINATION_IN_LNSRCH';Goal achieved
1.584375e-03	1.0000e-02	50	14:01:44.730457	6.309375000e-03	14	0:11:32.527417	33.000	6.313	30	31.267	7.243	6.268085948e-03	9.1906664e-04	Goal achieved;b'ABNORMAL_TERMINATION_IN_LNSRCH'
1.643750e-03	1.0000e-02	50	14:39:35.194059	8.531250000e-03	14	0:11:56.338096	35.500	4.822	28	35.643	5.789	4.782350612e-03	5.6280417e-04	b'ABNORMAL_TERMINATION_IN_LNSRCH';Goal achieved
1.703125e-03	1.0000e-02	50	14:21:10.347654	6.703125000e-03	15	0:12:11.685247	34.667	6.204	26	33.577	5.705	5.722312511e-03	7.0199324e-04	b'ABNORMAL_TERMINATION_IN_LNSRCH';Goal achieved
1.762500e-03	1.0000e-02	50	15:19:33.432066	9.262500000e-03	11	0:11:53.829299	34.818	5.407	22	32.864	5.371	5.467877840e-03	7.4456593e-04	b'ABNORMAL_TERMINATION_IN_LNSRCH';Goal achieved
1.821875e-03	1.0000e-02	50	12:17:10.967134	7.853125000e-03	21	0:11:01.232882	31.714	4.861	24	31.042	4.550	7.637016598e-03	1.1979604e-03	b'ABNORMAL_TERMINATION_IN_LNSRCH';Goal achieved
1.851562e-03	1.0000e-02	50	15:05:00.004286	6.492187500e-03	11	0:11:44.301975	33.545	8.638	26	30.962	7.288	6.059287974e-03	6.7556821e-04	b'ABNORMAL_TERMINATION_IN_LNSRCH';Goal achieved
1.881250e-03	1.0000e-02	50	17:36:42.778289	8.218750000e-03	3	0:12:22.451406	36.333	6.128	17	34.059	6.795	4.529599949e-03	9.1254338e-04	b'ABNORMAL_TERMINATION_IN_LNSRCH';Goal achieved
2.000000e-03	1.0000e-02	50	15:10:22.646248	6.000000000e-03	11	0:12:11.447701	36.091	4.582	24	31.500	6.205	5.990623748e-03	9.8139744e-04	Goal achieved;b'ABNORMAL_TERMINATION_IN_LNSRCH'
2.125000e-03	1.0000e-02	50	16:19:56.782478	7.500000000e-03	9	0:12:39.427378	36.444	3.833	22	33.636	6.198	5.318271360e-03	8.5318764e-04	b'ABNORMAL_TERMINATION_IN_LNSRCH';Goal achieved
2.250000e-03	1.0000e-02	50	18:00:08.577503	8.250000000e-03	2	0:12:19.133227	37.500	0.500	18	34.222	6.562	4.334893818e-03	2.6936928e-04	Goal achieved;b'ABNORMAL_TERMINATION_IN_LNSRCH'
2.500000e-03	1.0000e-02	50	14:32:59.556019	7.500000000e-03	11	0:10:26.486680	29.727	4.712	18	28.556	5.315	7.152581643e-03	1.1807361e-03	b'ABNORMAL_TERMINATION_IN_LNSRCH';Goal achieved
2.750000e-03	1.0000e-02	50	17:48:19.193185	7.750000000e-03	1	0:18:01.967627	32.000	0.000	9	29.111	3.665	6.909026236e-03	0.0000000e+00	b'ABNORMAL_TERMINATION_IN_LNSRCH';Goal achieved
3.000000e-03	1.0000e-02	50	17:15:56.368343	1.200000000e-02	0	0:00:00	0.000	0.000	13	29.000	3.374	0.000000000e+00	0.0000000e+00	b'ABNORMAL_TERMINATION_IN_LNSRCH'
4.000000e-03	1.0000e-02	50	16:27:57.393847	8.000000000e-03	1	0:09:33.622016	24.000	0.000	1	24.000	0.000	6.733245071e-03	0.0000000e+00	b'ABNORMAL_TERMINATION_IN_LNSRCH';Goal achieved
