numer_acc	fid_err_targ	fid_err_primary	fid_err_secondary	num_iter	run_time	termination
5.000000e-05	1.0000e-02	0.00655	0.004513313	27	0:10:01.084228	Goal achieved
5.000000e-05	1.0000e-02	0.00685	0.00470909712	32	0:11:19.687323	Goal achieved
5.000000e-05	1.0000e-02	0.0078	0.00459141735	32	0:11:53.319977	Goal achieved
5.000000e-05	1.0000e-02	0.00835	0.00544023411	45	0:15:19.157824	Goal achieved
5.000000e-05	1.0000e-02	0.00855	0.00517021005	27	0:10:02.579607	Goal achieved
5.000000e-05	1.0000e-02	0.0087	0.00611523552	31	0:10:41.870006	Goal achieved
5.000000e-05	1.0000e-02	0.00875	0.00597920152	42	0:14:38.488837	Goal achieved
5.000000e-05	1.0000e-02	0.00885	0.00514441763	30	0:10:09.168073	Goal achieved
5.000000e-05	1.0000e-02	0.0089	0.00598945888	31	0:10:21.514909	Goal achieved
5.000000e-05	1.0000e-02	0.0089	0.00595090745	26	0:09:32.826310	Goal achieved
5.000000e-05	1.0000e-02	0.00895	0.00575400441	38	0:13:05.649845	Goal achieved
5.000000e-05	1.0000e-02	0.00895	0.00594311347	30	0:09:53.053083	Goal achieved
5.000000e-05	1.0000e-02	0.009	0.00484735599	35	0:12:31.328717	Goal achieved
5.000000e-05	1.0000e-02	0.0091	0.00599255152	36	0:12:53.457184	Goal achieved
5.000000e-05	1.0000e-02	0.00915	0.00575094613	30	0:10:40.723881	Goal achieved
5.000000e-05	1.0000e-02	0.00915	0.00607574309	33	0:12:06.884677	Goal achieved
5.000000e-05	1.0000e-02	0.0092	0.00702658638	30	0:10:59.971140	Goal achieved
5.000000e-05	1.0000e-02	0.00925	0.00671234491	36	0:12:25.789449	Goal achieved
5.000000e-05	1.0000e-02	0.00935	0.0067304947	31	0:10:33.568010	Goal achieved
5.000000e-05	1.0000e-02	0.0094	0.00509676159	27	0:09:11.618413	Goal achieved
5.000000e-05	1.0000e-02	0.0094	0.00518412954	29	0:10:26.400269	Goal achieved
5.000000e-05	1.0000e-02	0.0094	0.006908362	45	0:15:00.683814	Goal achieved
5.000000e-05	1.0000e-02	0.00945	0.00654077334	34	0:12:25.885359	Goal achieved
5.000000e-05	1.0000e-02	0.00955	0.00512453472	30	0:10:58.575453	Goal achieved
5.000000e-05	1.0000e-02	0.00955	0.00638037298	32	0:12:13.048959	Goal achieved
5.000000e-05	1.0000e-02	0.00955	0.00660381285	37	0:13:22.522888	Goal achieved
5.000000e-05	1.0000e-02	0.00955	0.00692933274	43	0:14:42.558887	Goal achieved
5.000000e-05	1.0000e-02	0.0096	0.00569601203	41	0:14:56.522536	Goal achieved
5.000000e-05	1.0000e-02	0.00965	0.00593799267	24	0:08:50.361693	Goal achieved
5.000000e-05	1.0000e-02	0.00965	0.0070761532	33	0:11:50.244234	Goal achieved
5.000000e-05	1.0000e-02	0.00965	0.00557758719	33	0:11:55.319348	Goal achieved
5.000000e-05	1.0000e-02	0.00965	0.00596054196	27	0:09:48.614942	Goal achieved
5.000000e-05	1.0000e-02	0.0097	0.00467144005	90	0:30:05.606823	Goal achieved
5.000000e-05	1.0000e-02	0.0097	0.00429177683	119	0:34:48.937223	Goal achieved
5.000000e-05	1.0000e-02	0.00975	0.00492883491	119	0:34:29.797672	Goal achieved
5.000000e-05	1.0000e-02	0.00975	0.00541310717	37	0:13:24.991338	Goal achieved
5.000000e-05	1.0000e-02	0.0098	0.00629542046	25	0:08:53.233955	Goal achieved
5.000000e-05	1.0000e-02	0.00985	0.00547256596	35	0:12:14.850386	Goal achieved
5.000000e-05	1.0000e-02	0.00985	0.00543354408	30	0:10:44.775861	Goal achieved
5.000000e-05	1.0000e-02	0.00985	0.0072740625	40	0:14:15.824737	Goal achieved
5.000000e-05	1.0000e-02	0.0099	0.00616715501	30	0:10:10.774068	Goal achieved
5.000000e-05	1.0000e-02	0.0099	0.00561869726	27	0:09:46.729802	Goal achieved
5.000000e-05	1.0000e-02	0.0099	0.00757107244	29	0:10:57.054344	Goal achieved
5.000000e-05	1.0000e-02	0.0099	0.00590859209	24	0:08:31.841568	Goal achieved
5.000000e-05	1.0000e-02	0.0099	0.00519322252	28	0:09:35.384366	Goal achieved
5.000000e-05	1.0000e-02	0.0099	0.00532718693	24	0:08:12.580655	Goal achieved
5.000000e-05	1.0000e-02	0.00995	0.00565334358	32	0:11:53.737631	Goal achieved
5.000000e-05	1.0000e-02	0.00995	0.00578294121	28	0:10:02.840074	Goal achieved
5.000000e-05	1.0000e-02	0.01	0.00676438017	35	0:12:35.286562	Goal achieved
5.000000e-05	1.0000e-02	0.01	0.00791333389	37	0:12:41.578281	Goal achieved
1.000000e-04	1.0000e-02	0.0062	0.00477364617	34	0:11:26.019039	Goal achieved
1.000000e-04	1.0000e-02	0.0068	0.00384061609	39	0:13:34.796037	Goal achieved
1.000000e-04	1.0000e-02	0.0077	0.00428291589	53	0:18:01.946888	Goal achieved
1.000000e-04	1.0000e-02	0.0079	0.00493884827	32	0:10:59.254647	Goal achieved
1.000000e-04	1.0000e-02	0.0084	0.00567508162	45	0:16:25.771154	Goal achieved
1.000000e-04	1.0000e-02	0.0085	0.00524106281	33	0:10:45.510754	Goal achieved
1.000000e-04	1.0000e-02	0.0085	0.00566404214	37	0:12:39.142158	Goal achieved
1.000000e-04	1.0000e-02	0.0085	0.00619619871	38	0:14:08.946931	Goal achieved
1.000000e-04	1.0000e-02	0.0086	0.005693659	26	0:09:10.260496	Goal achieved
1.000000e-04	1.0000e-02	0.0087	0.00559498525	29	0:10:39.778971	Goal achieved
1.000000e-04	1.0000e-02	0.0087	0.00484925851	36	0:13:09.954579	Goal achieved
1.000000e-04	1.0000e-02	0.0089	0.0059297724	31	0:11:00.951797	Goal achieved
1.000000e-04	1.0000e-02	0.0089	0.00612288825	31	0:12:27.880175	Goal achieved
1.000000e-04	1.0000e-02	0.009	0.00625548281	27	0:09:05.699980	Goal achieved
1.000000e-04	1.0000e-02	0.009	0.00502999385	30	0:10:15.515393	Goal achieved
1.000000e-04	1.0000e-02	0.0091	0.00495267355	26	0:08:53.011736	Goal achieved
1.000000e-04	1.0000e-02	0.0091	0.00587578742	26	0:08:46.263427	Goal achieved
