numer_acc	fid_err_targ	fid_err_primary	fid_err_secondary	num_iter	run_time	termination
5.000000e-06	1.0000e-03	0.000815	0.000493594316	41	0:00:05.399887	Goal achieved
5.000000e-06	1.0000e-03	0.000835	0.00046767633	44	0:00:06.942484	Goal achieved
5.000000e-06	1.0000e-03	0.000845	0.000560376161	43	0:00:07.042842	Goal achieved
5.000000e-06	1.0000e-03	0.00085	0.000484555679	40	0:00:03.318974	Goal achieved
5.000000e-06	1.0000e-03	0.00085	0.000502903688	93	0:00:14.535736	Goal achieved
5.000000e-06	1.0000e-03	0.00086	0.000562954142	48	0:00:08.619732	Goal achieved
5.000000e-06	1.0000e-03	0.000865	0.000495160205	69	0:00:13.029216	Goal achieved
5.000000e-06	1.0000e-03	0.00088	0.000520687676	39	0:00:07.087342	Goal achieved
5.000000e-06	1.0000e-03	0.000885	0.000528788443	46	0:00:06.548726	Goal achieved
5.000000e-06	1.0000e-03	0.00089	0.00049071044	47	0:00:07.650564	Goal achieved
5.000000e-06	1.0000e-03	0.00089	0.000576696896	42	0:00:06.232447	Goal achieved
5.000000e-06	1.0000e-03	0.00089	0.000588867809	62	0:00:09.835360	Goal achieved
5.000000e-06	1.0000e-03	0.0009	0.000521833031	71	0:00:13.081666	Goal achieved
5.000000e-06	1.0000e-03	0.0009	0.000506694496	54	0:00:08.510727	Goal achieved
5.000000e-06	1.0000e-03	0.0009	0.000631981392	48	0:00:08.011539	Goal achieved
5.000000e-06	1.0000e-03	0.000905	0.000567735589	39	0:00:07.084541	Goal achieved
5.000000e-06	1.0000e-03	0.000905	0.00058677195	49	0:00:07.815186	Goal achieved
5.000000e-06	1.0000e-03	0.00091	0.000623878663	34	0:00:03.313508	Goal achieved
5.000000e-06	1.0000e-03	0.000915	0.00062358822	40	0:00:07.326814	Goal achieved
5.000000e-06	1.0000e-03	0.000915	0.00048896334	67	0:00:10.882735	Goal achieved
5.000000e-06	1.0000e-03	0.000915	0.000510263625	87	0:00:13.635573	Goal achieved
5.000000e-06	1.0000e-03	0.000915	0.000561850116	49	0:00:07.971810	Goal achieved
5.000000e-06	1.0000e-03	0.000915	0.000673162533	54	0:00:09.641944	Goal achieved
5.000000e-06	1.0000e-03	0.00092	0.000586995499	91	0:00:14.282555	Goal achieved
5.000000e-06	1.0000e-03	0.00092	0.000731872594	40	0:00:06.372667	Goal achieved
