numer_acc	fid_err_targ	num_res	total_run_time	min_primary_fid_err	num_primary_success	avg_primary_success_run_time	mean_iter_primary_success	std_iter_primary_success	num_secondary_success	mean_iter_secondary_success	std_iter_secondary_success	mean_primary_success_second_fid	std_primary_success_second_fid	termination
4.040625e-03	3.0000e-02	50	1:01:18.891019	2.402500000e-02	24	0:00:56.049809	25.542	4.628	30	25.033	4.542	1.772270294e-02	1.5545140e-03	Goal achieved;b'ABNORMAL_TERMINATION_IN_LNSRCH'
4.129687e-03	3.0000e-02	50	1:06:46.799945	1.898125000e-02	19	0:01:05.681392	24.474	5.354	26	24.385	5.204	1.770950441e-02	1.8119898e-03	Goal achieved;b'ABNORMAL_TERMINATION_IN_LNSRCH'
4.218750e-03	3.0000e-02	50	1:04:04.336726	2.171875000e-02	20	0:00:58.523768	23.700	5.900	23	24.000	6.014	1.846463316e-02	2.0518467e-03	b'ABNORMAL_TERMINATION_IN_LNSRCH';Goal achieved
4.396875e-03	3.0000e-02	50	0:55:41.954590	2.082812500e-02	25	0:00:51.896382	20.560	4.186	33	21.212	4.511	1.799480511e-02	2.3775735e-03	b'ABNORMAL_TERMINATION_IN_LNSRCH';Goal achieved
4.575000e-03	3.0000e-02	50	1:00:48.142964	1.975000000e-02	21	0:00:51.633802	22.238	5.789	27	23.000	5.932	1.671503406e-02	2.2742962e-03	b'ABNORMAL_TERMINATION_IN_LNSRCH';Goal achieved
4.753125e-03	3.0000e-02	50	1:06:49.600540	2.163437500e-02	17	0:01:06.331037	24.588	5.402	29	24.655	4.751	1.573558842e-02	2.1782824e-03	b'ABNORMAL_TERMINATION_IN_LNSRCH';Goal achieved
4.931250e-03	3.0000e-02	50	1:09:10.800883	1.555000000e-02	13	0:00:55.338757	21.769	5.885	22	22.409	6.147	1.669238418e-02	2.6463457e-03	b'ABNORMAL_TERMINATION_IN_LNSRCH';Goal achieved
5.109375e-03	3.0000e-02	50	0:59:16.478296	1.979687500e-02	21	0:00:51.328714	21.143	3.413	27	21.407	3.358	1.728969874e-02	3.1053461e-03	b'ABNORMAL_TERMINATION_IN_LNSRCH';Goal achieved
5.287500e-03	3.0000e-02	50	1:02:51.044134	1.851250000e-02	20	0:00:58.534435	22.250	6.098	29	22.897	6.178	1.856505301e-02	1.4834175e-03	Goal achieved;b'ABNORMAL_TERMINATION_IN_LNSRCH'
5.465625e-03	3.0000e-02	50	1:05:28.640634	1.555937500e-02	19	0:01:00.713165	22.632	4.463	23	23.087	4.373	1.885085321e-02	2.8218963e-03	b'ABNORMAL_TERMINATION_IN_LNSRCH';Goal achieved
5.643750e-03	3.0000e-02	50	1:10:30.861825	2.115625000e-02	14	0:01:02.029595	21.714	6.052	19	21.684	5.992	1.761192712e-02	2.3022486e-03	b'ABNORMAL_TERMINATION_IN_LNSRCH';Goal achieved
5.821875e-03	3.0000e-02	50	0:56:49.482237	1.783750000e-02	23	0:00:48.338089	21.783	5.587	27	21.704	5.276	2.156092122e-02	3.9045535e-03	Goal achieved;b'ABNORMAL_TERMINATION_IN_LNSRCH'
6.000000e-03	3.0000e-02	50	1:55:39.369021	2.200000000e-02	17	0:01:48.371128	21.176	4.938	22	21.727	4.524	1.931878076e-02	3.0607572e-03	b'ABNORMAL_TERMINATION_IN_LNSRCH';Goal achieved
6.093750e-03	3.0000e-02	50	1:07:23.341979	2.078125000e-02	13	0:00:49.911229	19.385	3.933	23	19.565	3.877	1.818936887e-02	1.6348567e-03	b'ABNORMAL_TERMINATION_IN_LNSRCH';Goal achieved
6.187500e-03	3.0000e-02	50	1:05:27.108688	1.525000000e-02	18	0:01:00.434178	21.278	4.495	26	21.692	4.991	1.686422150e-02	2.6171138e-03	b'ABNORMAL_TERMINATION_IN_LNSRCH';Goal achieved
6.281250e-03	3.0000e-02	50	1:12:08.630324	2.396875000e-02	11	0:01:06.759648	22.273	5.344	24	22.542	5.400	1.562475567e-02	1.9178032e-03	b'ABNORMAL_TERMINATION_IN_LNSRCH';Goal achieved
6.375000e-03	3.0000e-02	50	1:03:13.255189	2.200000000e-02	15	0:00:48.427139	19.600	3.611	16	19.375	3.603	2.115663227e-02	2.2763223e-03	Goal achieved;b'ABNORMAL_TERMINATION_IN_LNSRCH'
6.468750e-03	3.0000e-02	50	1:09:18.271015	2.171875000e-02	14	0:01:00.701795	21.500	4.625	19	21.000	4.377	1.753590853e-02	3.2523289e-03	Goal achieved;b'ABNORMAL_TERMINATION_IN_LNSRCH'
6.562500e-03	3.0000e-02	50	1:16:30.415720	2.312500000e-02	10	0:01:04.952179	22.300	4.584	18	23.167	5.630	1.811707306e-02	1.4367952e-03	b'ABNORMAL_TERMINATION_IN_LNSRCH';Goal achieved
6.656250e-03	3.0000e-02	50	1:17:38.882486	2.621875000e-02	7	0:01:11.839983	18.286	0.700	14	20.429	2.412	1.844813042e-02	1.4933971e-03	b'ABNORMAL_TERMINATION_IN_LNSRCH';Goal achieved
6.750000e-03	3.0000e-02	50	1:09:27.647697	2.425000000e-02	13	0:00:59.329784	21.538	5.002	20	20.500	4.566	1.706247681e-02	1.6201563e-03	b'ABNORMAL_TERMINATION_IN_LNSRCH';Goal achieved
6.843750e-03	3.0000e-02	50	1:12:07.162241	2.378125000e-02	10	0:01:03.842476	22.100	3.807	24	21.792	3.840	1.766224671e-02	1.5114259e-03	b'ABNORMAL_TERMINATION_IN_LNSRCH';Goal achieved
6.937500e-03	3.0000e-02	50	1:16:32.329604	2.481250000e-02	8	0:01:00.814729	24.500	6.205	16	21.625	6.102	1.687115400e-02	1.5680062e-03	b'ABNORMAL_TERMINATION_IN_LNSRCH';Goal achieved
7.031250e-03	3.0000e-02	50	1:07:05.960073	2.031250000e-02	13	0:00:47.764555	18.000	3.486	21	18.429	3.526	1.777133799e-02	2.3575359e-03	b'ABNORMAL_TERMINATION_IN_LNSRCH';Goal achieved
7.125000e-03	3.0000e-02	50	1:24:56.332676	2.425000000e-02	4	0:01:03.889009	21.250	4.763	15	21.400	4.144	1.342440623e-02	2.0028944e-03	b'ABNORMAL_TERMINATION_IN_LNSRCH';Goal achieved
7.500000e-03	3.0000e-02	50	1:25:02.536590	1.750000000e-02	3	0:01:13.685601	18.333	1.700	17	21.235	2.941	1.360572735e-02	2.7868899e-03	b'ABNORMAL_TERMINATION_IN_LNSRCH';Goal achieved
9.000000e-03	3.0000e-02	50	1:16:00.953694	2.200000000e-02	6	0:00:38.844874	19.000	2.887	15	19.467	3.721	1.490268222e-02	1.2128779e-03	b'ABNORMAL_TERMINATION_IN_LNSRCH';Goal achieved
1.050000e-02	3.0000e-02	50	1:22:38.006900	2.050000000e-02	2	0:01:09.519593	18.500	1.500	8	20.625	3.638	1.256532937e-02	3.0852068e-04	b'ABNORMAL_TERMINATION_IN_LNSRCH';Goal achieved
1.200000e-02	3.0000e-02	50	2:09:34.833155	2.800000000e-02	2	0:01:54.006815	17.000	3.000	4	17.500	2.179	2.171020855e-02	3.0145547e-03	b'ABNORMAL_TERMINATION_IN_LNSRCH';Goal achieved
